EmpID,GeographyKey,FirstName,LastName,Company,Address,City,County,State,Zip Code,Phone,Email,LivingWage,AveStatePay,GrossPay2013,GrossPay2014,GrossPay2015
14799,806,Fabian,Reisch,Medalist Inc Ind Fas Divsn,100 Commerce St E,Bridgeton,Cumberland,NJ,8302,856-451-6705,fabian@reisch.com,29377,"$37,288.00 ","$38,518.50 ","$40,367.39 ","$42,264.66 "
14800,806,Maggie,Hofferber,"Scroggins, Mark L Esq",181 Commerce St E,Bridgeton,Cumberland,NJ,8302,856-455-2495,maggie@hofferber.com,29377,"$37,288.00 ","$38,965.96 ","$40,680.46 ","$42,348.36 "
14801,806,Drew,Geng,Maurers Textile Rental Svc Inc,50 Broad St E,Bridgeton,Cumberland,NJ,8302,856-455-6230,drew@geng.com,29377,"$37,288.00 ","$39,077.82 ","$40,406.47 ","$42,184.35 "
14802,806,Marylou,Picarello,A Barree Property Management,99 Manheim Ave,Bridgeton,Cumberland,NJ,8302,856-455-4720,marylou@picarello.com,29377,"$37,288.00 ","$39,152.40 ","$41,462.39 ","$43,908.67 "
14803,806,Tracy,Ve,P Michelotti Sons Inc,524 Pearl St N,Bridgeton,Cumberland,NJ,8302,856-451-9549,tracy@ve.com,29377,"$37,288.00 ","$38,443.93 ","$39,904.80 ","$41,341.37 "
14804,806,Lenard,Lansang,T M S Light & Sound,W Broad,Bridgeton,Cumberland,NJ,8302,856-451-2340,lenard@lansang.com,29377,"$37,288.00 ","$39,376.13 ","$41,699.32 ","$43,534.09 "
14805,806,Ivette,Baumann,"Robinson, Robin Wicks Esq",588 Shiloh Pike,Bridgeton,Cumberland,NJ,8302,856-455-2027,ivette@baumann.com,29377,"$37,288.00 ","$38,518.50 ","$40,328.87 ","$42,143.67 "
14806,806,Lolita,Frickson,Edgewater Rstrnt At Best Wstrn,641 Landis Ave,Bridgeton,Cumberland,NJ,8302,856-451-3073,lolita@frickson.com,29377,"$37,288.00 ","$38,406.64 ","$39,789.28 ","$41,619.59 "
14807,806,Cleo,Voth,Computer Source Connecting Pt,181 Commerce St E,Bridgeton,Cumberland,NJ,8302,856-455-9129,cleo@voth.com,29377,"$37,288.00 ","$39,077.82 ","$41,109.87 ","$43,124.25 "
14816,829,Frederick,Westrope,Suburban Pipe & Steel,360 Milltown Rd,Bridgewater,Somerset,NJ,8807,908-722-2241,frederick@westrope.com,29377,"$37,288.00 ","$38,443.93 ","$39,712.58 ","$40,943.67 "
14820,829,Warren,Wiggett,Becton Dickinson Vascular,1425 Frontier Rd,Bridgewater,Somerset,NJ,8807,908-627-3985,warren@wiggett.com,29377,"$37,288.00 ","$39,487.99 ","$41,304.44 ","$43,410.97 "
14822,829,Casey,Douty,Bird Life Design,1938 Washington Valley Rd,Martinsville,Somerset,NJ,8836,908-271-0254,casey@douty.com,29377,"$37,288.00 ","$39,189.69 ","$41,541.07 ","$44,033.53 "
14824,829,Bess,Kluender,Orthopedic Research Society,270 State Route 28,Bridgewater,Somerset,NJ,8807,908-725-2570,bess@kluender.com,29377,"$37,288.00 ","$39,115.11 ","$41,266.44 ","$43,288.50 "
14826,919,Sofia,Nang,Wilson Hilby Inc,615 N Broad St,Elizabeth,Union,NJ,7208,908-355-5537,sofia@nang.com,29377,"$37,288.00 ","$39,376.13 ","$41,659.94 ","$43,659.62 "
14829,846,Man,Feagler,"Burghardt, James T Esq",1 Mack Centre Dr,Paramus,Bergen,NJ,7652,201-967-4828,man@feagler.com,29377,"$37,288.00 ","$38,630.37 ","$40,716.41 ","$41,937.90 "
14830,876,Staci,Doi,Western Pump Inc,1 Enterprise Ave N,Secaucus,Hudson,NJ,7094,201-864-1106,staci@doi.com,29377,"$37,288.00 ","$38,928.67 ","$40,369.03 ","$42,145.27 "
14843,728,Broderick,Tidrick,"Williamson, Julie A Esq",467 High St,Burlington,Burlington,NJ,8016,609-387-1837,broderick@tidrick.com,29377,"$37,288.00 ","$38,928.67 ","$40,407.96 ","$42,266.73 "
14847,773,Nathanael,Winikoff,Kilbourn Threading & Machg Inc,115 Madison Ave,Paterson,Passaic,NJ,7524,973-279-0767,nathanael@winikoff.com,29377,"$37,288.00 ","$39,413.42 ","$41,265.85 ","$43,741.80 "
14848,876,Freddie,Fuglsang,Kane Caribbean Inc,9 Fadem Rd,Springfield,Union,NJ,7081,973-851-1622,freddie@fuglsang.com,29377,"$37,288.00 ","$38,742.23 ","$40,059.47 ","$41,862.14 "
14852,829,Lyle,Desiga,Protech Books,State Hwy #-71,Brielle,Monmouth,NJ,8730,732-528-2896,lyle@desiga.com,29377,"$37,288.00 ","$38,704.94 ","$40,756.31 ","$42,671.85 "
14853,829,Jacob,Albury,Arnones Lawrenceville Hrstylng,601 Union Ave,Brielle,Monmouth,NJ,8730,732-528-7037,jacob@albury.com,29377,"$37,288.00 ","$39,376.13 ","$41,108.68 ","$42,794.13 "
14854,829,Lizzie,Liggins,Old Country Caterers,605 Higgins Ave,Brielle,Monmouth,NJ,8730,732-528-2251,lizzie@liggins.com,29377,"$37,288.00 ","$39,077.82 ","$41,031.72 ","$43,001.24 "
14855,829,Merlin,Harsh,Greenfield Transport Co Inc,201 Union Ln,Brielle,Monmouth,NJ,8730,732-223-0858,merlin@harsh.com,29377,"$37,288.00 ","$39,189.69 ","$41,305.93 ","$42,586.42 "
14876,728,Ismael,Every,Konitzky Boat Works Inc,3620 Atlantic Brigantine Blvd,Brigantine,Atlantic,NJ,8203,609-266-7081,ismael@every.com,29377,"$37,288.00 ","$38,854.10 ","$40,641.38 ","$43,079.87 "
14877,728,Alberta,Capata,Jrl Creations,104 24th St St,Brigantine,Atlantic,NJ,8203,609-266-5138,alberta@capata.com,29377,"$37,288.00 ","$38,667.66 ","$40,987.72 ","$42,873.15 "
14887,728,Mitchel,Commiskey,Mitchell Savings Bank Ssb,117 8th Ave,Haddon Heights,Camden,NJ,8035,856-547-0644,mitchel@commiskey.com,29377,"$37,288.00 ","$39,338.84 ","$40,597.68 ","$43,033.54 "
14897,829,Alyson,Pendexter,"Porter, Thomas R Md",508 Washington Ave,Point Pleasant Beach,Ocean,NJ,8742,732-295-6867,alyson@pendexter.com,29377,"$37,288.00 ","$38,630.37 ","$39,866.54 ","$41,859.87 "
14932,846,Jimmie,Fairclough,Kulka Real Estate,6 Hilltop Rd,Mendham,Morris,NJ,7945,973-879-0999,jimmie@fairclough.com,29377,"$37,288.00 ","$39,338.84 ","$41,659.83 ","$44,076.10 "
14941,919,Bertha,Alwan,E & W Textile Processors Inc,410 Florence Ave,Hillside,Union,NJ,7205,908-964-0009,bertha@alwan.com,29377,"$37,288.00 ","$39,487.99 ","$40,949.05 ","$43,242.19 "
14952,846,Cara,Quaintance,Mckay Dee Hospital Center,1 Legal Ln,Newton,Sussex,NJ,7860,973-383-7968,cara@quaintance.com,29377,"$37,288.00 ","$39,525.28 ","$40,829.61 ","$42,544.46 "
14966,846,Reba,Hinckson,American Multimedia Inc,470 Ocean Blvd #-h,Long Branch,Monmouth,NJ,7740,732-870-0899,reba@hinckson.com,29377,"$37,288.00 ","$38,555.79 ","$40,329.36 ","$42,749.12 "
14968,846,Malik,Hunt,Waldeck Jewelers Inc,20 E Oakdene Ave,Teaneck,Bergen,NJ,7666,201-836-4202,malik@hunt.com,29377,"$37,288.00 ","$38,704.94 ","$39,982.21 ","$42,101.26 "
14978,846,Ashley,Mcguirk,"Casiday, Richard W",39 Prospect St,Paramus,Bergen,NJ,7652,201-368-5148,ashley@mcguirk.com,29377,"$37,288.00 ","$39,040.54 ","$40,485.04 ","$42,509.29 "
14993,829,Rene,Groys,S T Robb Co,929 W Lacey Rd,Forked River,Ocean,NJ,8731,609-971-9248,rene@groys.com,29377,"$37,288.00 ","$39,040.54 ","$40,406.95 ","$42,104.05 "
14994,829,Dixie,Rennie,Amercn Tree Svc & Lndscp Co,603 Cranbury Rd,East Brunswick,Middlesex,NJ,8816,732-257-4191,dixie@rennie.com,29377,"$37,288.00 ","$39,338.84 ","$40,833.72 ","$43,161.24 "
14995,829,Lenard,Rusen,Air Clean Inc,603 Cranbury Rd,East Brunswick,Middlesex,NJ,8816,732-257-7646,lenard@rusen.com,29377,"$37,288.00 ","$39,152.40 ","$40,875.11 ","$42,837.11 "
15019,829,Ellis,Biddick,Real Data Inc,128 W State St,Trenton,Mercer,NJ,8608,609-394-8823,ellis@biddick.com,29377,"$37,288.00 ","$39,264.26 ","$41,227.48 ","$42,546.76 "
15060,846,Josefina,Reardon,Mainship Corporation,120 Summit Ave,Summit,Union,NJ,7901,908-277-0688,josefina@reardon.com,29377,"$37,288.00 ","$38,854.10 ","$40,757.95 ","$43,203.42 "
15070,823,Victoria,Schuyler,"Attridge, James Oneil Esq",1200 Us Highway 46,Clifton,Passaic,NJ,7013,973-779-3604,victoria@schuyler.com,29377,"$37,288.00 ","$39,413.42 ","$41,462.91 ","$43,826.30 "
15081,876,Arnold,Pigna,"Lawless, Barbara A Esq",445 Chestnut St,Union,Union,NJ,7083,908-688-5538,arnold@pigna.com,29377,"$37,288.00 ","$39,264.26 ","$40,756.31 ","$42,468.07 "
15101,783,Mack,Quattrocchi,"Griffin, Mark A Esq",545 N Arlington Ave,East Orange,Essex,NJ,7017,973-678-9453,mack@quattrocchi.com,29377,"$37,288.00 ","$39,226.98 ","$41,345.23 ","$43,453.84 "
15138,728,King,Cantre,Snelling Personnel Services,95 Madison Ave,Morristown,Morris,NJ,7960,973-292-0397,king@cantre.com,29377,"$37,288.00 ","$38,816.81 ","$40,680.01 ","$42,673.34 "
15141,846,Florentino,Finnerty,"Cohen, Alan B Do",210 E State Rt 4,Paramus,Bergen,NJ,7652,201-368-3121,florentino@finnerty.com,29377,"$37,288.00 ","$39,115.11 ","$40,366.80 ","$41,618.17 "
15153,575,Chas,Tetterton,Cove Blind And Drapery Shop,1901 Pollitt Dr,Fair Lawn,Bergen,NJ,7410,201-796-2236,chas@tetterton.com,29377,"$37,288.00 ","$39,450.70 ","$40,870.93 ","$43,241.44 "
15167,846,Nora,Carualho,Moore Construction Co Inc,720 Grand Ave,Ridgefield,Bergen,NJ,7657,201-945-9504,nora@carualho.com,29377,"$37,288.00 ","$38,891.38 ","$40,874.84 ","$42,836.84 "
15176,728,Dawn,Velasques,"Weiner, Ian Esq",1456 A Black Horse Pike,Blackwood,Camden,NJ,8012,856-228-7579,dawn@velasques.com,29377,"$37,288.00 ","$38,667.66 ","$40,021.02 ","$41,982.05 "
15202,829,Elisa,Sheive,Stambaugh Aviation Inc,820 Bear Tavern Rd,Trenton,Mercer,NJ,8628,609-538-9653,elisa@sheive.com,29377,"$37,288.00 ","$38,704.94 ","$40,949.83 ","$43,406.82 "
15203,711,Chasity,Dupler,Diamond Distributing Inc,Lawrenceville Princeton Rd,Princeton,Mercer,NJ,8543,609-683-3342,chasity@dupler.com,29377,"$37,288.00 ","$39,152.40 ","$40,405.28 ","$41,981.08 "
15205,876,Rufus,Courchine,Xscribe Corp,545 Us Highway 22,Plainfield,Union,NJ,7060,908-755-5222,rufus@courchine.com,29377,"$37,288.00 ","$39,152.40 ","$40,757.65 ","$42,917.80 "
15206,876,Lou,Doane,Ventura Roofing Co,298 Ridge Rd,Lyndhurst,Bergen,NJ,7071,201-438-1439,lou@doane.com,29377,"$37,288.00 ","$39,189.69 ","$40,914.03 ","$42,673.34 "
15242,846,Tyron,Schild,Turlington & Co,53 Broad St,Norwood,Bergen,NJ,7648,201-784-4328,tyron@schild.com,29377,"$37,288.00 ","$38,667.66 ","$40,485.04 ","$42,509.29 "
15249,829,Ruby,Pollock,Foxy Copy & Typing Center,16 Elm St,South Bound Brook,Somerset,NJ,8880,732-356-8534,ruby@pollock.com,29377,"$37,288.00 ","$38,779.52 ","$40,253.14 ","$42,507.32 "
15255,728,Deanna,Geberth,Moxness Products Inc,5 Elbow Ln,Burlington,Burlington,NJ,8016,609-387-0351,deanna@geberth.com,29377,"$37,288.00 ","$38,816.81 ","$40,291.85 ","$41,702.06 "
15281,829,Nadine,Schwemmer,Gilbert Hudson Jr & Jerry,Grovers Mill Rd,Trenton,Mercer,NJ,8648,609-275-4808,nadine@schwemmer.com,29377,"$37,288.00 ","$38,518.50 ","$39,943.69 ","$42,140.59 "
15288,846,Lucretia,Fatone,Dunkin Donuts,58 W Main St,Freehold,Monmouth,NJ,7728,732-409-3830,lucretia@fatone.com,29377,"$37,288.00 ","$39,152.40 ","$40,366.12 ","$41,859.67 "
15294,829,Perry,Senethavilouk,Untd Methdst Chrchs Omaha Dist,997 Lenox Dr,Trenton,Mercer,NJ,8648,609-896-4365,perry@senethavilouk.com,29377,"$37,288.00 ","$39,189.69 ","$40,953.22 ","$42,878.03 "
15296,846,Lyle,Schwab,Colonial Brick Co,120 Summit Ave,Summit,Union,NJ,7901,908-277-5802,lyle@schwab.com,29377,"$37,288.00 ","$38,555.79 ","$40,406.47 ","$42,628.83 "
15303,806,Genaro,Coppler,Btlr Cincione Dicuccio & Dritz,Doughty Rd,Pleasantville,Atlantic,NJ,8232,609-645-1166,genaro@coppler.com,29377,"$37,288.00 ","$39,376.13 ","$40,675.54 ","$43,034.72 "
15367,829,Hai,Mogel,Gropen Sign & Exhibit,2710 Yorktowne Blvd,Brick,Ocean,NJ,8723,732-255-3876,hai@mogel.com,29377,"$37,288.00 ","$39,152.40 ","$40,366.12 ","$42,545.90 "
15369,919,Chloe,Cedillo,Ohio Overseas Corp,745 Broad St,Newark,Essex,NJ,7102,973-596-3299,chloe@cedillo.com,29377,"$37,288.00 ","$39,525.28 ","$40,987.72 ","$42,586.24 "
15370,725,Hung,Grilli,Fruechtenicht Law Ofc,225 Millburn Ave,Millburn,Essex,NJ,7041,973-912-6809,hung@grilli.com,29377,"$37,288.00 ","$39,525.28 ","$41,264.39 ","$42,791.17 "
15378,846,Joe,Johnshoy,Reece Realty & Appraisal Co,128a Broad St,Red Bank,Monmouth,NJ,7701,732-741-6442,joe@johnshoy.com,29377,"$37,288.00 ","$39,003.25 ","$40,602.38 ","$42,348.28 "
15381,846,Reggie,Segel,"Stiles, John O Esq",200 Broad St,Red Bank,Monmouth,NJ,7701,732-219-8285,reggie@segel.com,29377,"$37,288.00 ","$38,518.50 ","$40,059.24 ","$41,461.32 "
15406,773,Lamont,Inzer,Trempealeau Electric Co Op,230 Warburton Ave,Hawthorne,Passaic,NJ,7506,973-427-2596,lamont@inzer.com,29377,"$37,288.00 ","$39,525.28 ","$40,987.72 ","$42,299.32 "
15418,783,Lou,Pruzansky,Forest Grove Memorial Chapel,1 Bridge Plz #-n,Fort Lee,Bergen,NJ,7024,201-461-2580,lou@pruzansky.com,29377,"$37,288.00 ","$38,965.96 ","$40,446.67 ","$42,226.32 "
15426,846,Paul,Diep,Minuteman Press S Plainfield,175 Broadway,Long Branch,Monmouth,NJ,7740,732-571-2493,paul@diep.com,29377,"$37,288.00 ","$39,152.40 ","$40,718.50 ","$42,265.80 "
15434,829,Imogene,Goodness,Robert W Richart,176 Old Forge Rd,Monroe Township,Middlesex,NJ,8831,732-521-4049,imogene@goodness.com,29377,"$37,288.00 ","$38,742.23 ","$40,369.41 ","$41,943.81 "
15436,728,Willard,Freeley,"Nelson, Dunn Georgia Esq",250 Line St,Camden,Camden,NJ,8103,856-963-7085,willard@freeley.com,29377,"$37,288.00 ","$38,630.37 ","$40,677.78 ","$42,752.34 "
15438,728,Dustin,Bakkum,Inacom Computer Rentals,1621 S Broadway,Camden,Camden,NJ,8104,856-541-3149,dustin@bakkum.com,29377,"$37,288.00 ","$39,115.11 ","$41,149.10 ","$42,465.87 "
15449,919,Vito,Ellwein,Sharon Lynn Sherman A Pro,1271 Mccarter Hwy,Newark,Essex,NJ,7104,973-484-4881,vito@ellwein.com,29377,"$37,288.00 ","$39,525.28 ","$41,382.97 ","$42,665.84 "
15458,829,Jesse,Berlinski,Ross Anderson Anderson Donovan,130 Durand Ave,Trenton,Mercer,NJ,8611,609-396-7696,jesse@berlinski.com,29377,"$37,288.00 ","$38,443.93 ","$40,481.46 ","$42,910.34 "
15465,846,Bonita,Laboe,Imperial Jewelry Co,55 Broadway,Denville,Morris,NJ,7834,973-625-7322,bonita@laboe.com,29377,"$37,288.00 ","$39,152.40 ","$40,326.97 ","$42,706.26 "
15519,773,Rashad,Wheaton,Big Rock Manufacturing Inc,291 E 16th St,Paterson,Passaic,NJ,7524,973-742-7432,rashad@wheaton.com,29377,"$37,288.00 ","$38,704.94 ","$40,214.44 ","$42,506.66 "
15540,846,Jerry,Server,"Snodgrass, Geoffrey P Esq",490 Morris Ave,Summit,Union,NJ,7901,908-277-9783,jerry@server.com,29377,"$37,288.00 ","$38,854.10 ","$41,029.93 ","$43,204.51 "
15612,575,Tania,Bellman,"Maloney, Matthew A Esq",112 Birch Rd,Franklin Lakes,Bergen,NJ,7417,201-848-8038,tania@bellman.com,29377,"$37,288.00 ","$38,406.64 ","$39,789.28 ","$41,261.48 "
15613,728,Jeanette,Benzer,"Bell, Magdalena A Esq",20 South St,Morristown,Morris,NJ,7960,973-538-7335,jeanette@benzer.com,29377,"$37,288.00 ","$39,413.42 ","$41,187.02 ","$43,040.44 "
15618,728,Anthony,Furlan,Toledo Matrix Group,20 South St,Morristown,Morris,NJ,7960,973-538-6453,anthony@furlan.com,29377,"$37,288.00 ","$38,406.64 ","$39,674.06 ","$41,776.78 "
15624,919,Lottie,Enocencio,"Oneill, Derrick J Esq",1 Riverfront Plz,Newark,Essex,NJ,7102,973-596-9253,lottie@enocencio.com,29377,"$37,288.00 ","$38,481.22 ","$40,443.76 ","$42,182.84 "
15637,725,Harley,Joh,Antelope Truck Stop,1539 W Elizabeth Ave,Linden,Union,NJ,7036,908-862-0709,harley@joh.com,29377,"$37,288.00 ","$38,555.79 ","$39,943.80 ","$41,142.11 "
15655,728,Michael,Mook,Pmr Professional Mgmt Rlty,3 Greentree Cent,Marlton,Burlington,NJ,8053,856-596-3580,michael@mook.com,29377,"$37,288.00 ","$38,481.22 ","$39,635.65 ","$41,577.80 "
15656,829,Lakesha,Merrithew,Swenson Imports,350 Grove #-22e,Bridgewater,Somerset,NJ,8807,908-722-3412,lakesha@merrithew.com,29377,"$37,288.00 ","$38,481.22 ","$40,443.76 ","$41,859.29 "
15659,711,Rosalyn,Marriot,Liberto Of Harlingen Inc,3030 Atlantic Ave,Atlantic City,Atlantic,NJ,8401,609-345-9770,rosalyn@marriot.com,29377,"$37,288.00 ","$38,779.52 ","$40,485.82 ","$42,024.28 "
15664,829,Marcus,Anhorn,Haynes Publications Inc,77 Hamilton Ave,Fords,Middlesex,NJ,8863,732-738-8056,marcus@anhorn.com,29377,"$37,288.00 ","$39,189.69 ","$41,501.88 ","$43,286.46 "
15681,876,Dora,Ludwick,Kvec Am 920 News,1020 Galloping Hill Rd,Union,Union,NJ,7083,908-687-0550,dora@ludwick.com,29377,"$37,288.00 ","$39,264.26 ","$41,031.16 ","$43,123.74 "
15683,775,Courtney,Uran,Livingston Federal Credit Un,585 N Delsea Dr,Vineland,Cumberland,NJ,8360,856-794-8642,courtney@uran.com,29377,"$37,288.00 ","$39,487.99 ","$41,028.02 ","$42,956.34 "
15687,829,Wilbert,Warfel,Roland Food Inc,25 Abe Voorhees Dr,Manasquan,Monmouth,NJ,8736,732-223-8387,wilbert@warfel.com,29377,"$37,288.00 ","$39,413.42 ","$41,187.02 ","$43,575.87 "
15688,829,Conrad,Yankey,United Collection Bureau Inc,25 Abe Voorhees Dr,Manasquan,Monmouth,NJ,8736,732-223-1167,conrad@yankey.com,29377,"$37,288.00 ","$39,413.42 ","$40,950.54 ","$43,243.77 "
15689,846,James,Kosir,"Ward, John T Esq",116 Oceanport Ave,Little Silver,Monmouth,NJ,7739,732-747-0212,james@kosir.com,29377,"$37,288.00 ","$38,928.67 ","$40,797.25 ","$42,184.35 "
15703,947,Fay,Fierros,"Marks, Douglas D Esq",755 Passaic Ave,Clifton,Passaic,NJ,7012,973-473-9815,fay@fierros.com,29377,"$37,288.00 ","$38,854.10 ","$41,029.93 ","$42,876.27 "
15704,0,Stanton,Jinkens,"Brigham, Mary Piscatelli Esq",1100 Livingston Ave,North Brunswick,Middlesex,NJ,8902,732-745-5382,stanton@jinkens.com,29377,"$37,288.00 ","$39,115.11 ","$40,562.37 ","$41,860.37 "
15705,728,Dinah,Weismantle,International Machining Inc,137 Greentree Rd,Blackwood,Camden,NJ,8012,856-228-5091,dinah@weismantle.com,29377,"$37,288.00 ","$39,077.82 ","$40,367.39 ","$41,780.25 "
15710,823,India,Fadness,Best Western Hudson House Inn,123 N Union Ave,Cranford,Union,NJ,7016,908-276-8742,india@fadness.com,29377,"$37,288.00 ","$38,816.81 ","$40,602.38 ","$43,038.52 "
15726,829,Rhoda,Bouyer,Good News Productions Intrntl,33 Rupells Rd,Clinton,Hunterdon,NJ,8809,908-735-6054,rhoda@bouyer.com,29377,"$37,288.00 ","$38,555.79 ","$39,712.47 ","$40,943.55 "
15770,728,Dannie,Abelar,Minnesota Housing Finance Agcy,163 Madison Ave,Morristown,Morris,NJ,7960,973-538-7385,dannie@abelar.com,29377,"$37,288.00 ","$39,189.69 ","$41,541.07 ","$43,535.04 "
15804,711,Oren,Starbuck,Stegman & Company Pro Assn,17 S Presbyterian Ave,Atlantic City,Atlantic,NJ,8401,609-344-1913,oren@starbuck.com,29377,"$37,288.00 ","$38,518.50 ","$40,521.47 ","$42,750.15 "
15806,846,Darryl,Aquino,"Del Valle, Augustine Esq",286 Ridgedale Ave,East Hanover,Morris,NJ,7936,973-887-1745,darryl@aquino.com,29377,"$37,288.00 ","$38,443.93 ","$39,827.91 ","$41,062.57 "
15810,829,Dustin,Hrobsky,Shamrock Maintenance Inc,152156 N Main,Milltown,Middlesex,NJ,8850,732-828-2059,dustin@hrobsky.com,29377,"$37,288.00 ","$39,077.82 ","$41,422.49 ","$43,700.73 "
15831,846,Trisha,Druckman,Neostratta Co Inc,20 Commerce Blvd,Succasunna,Morris,NJ,7876,973-584-8755,trisha@druckman.com,29377,"$37,288.00 ","$39,301.55 ","$41,148.72 ","$43,370.76 "
15867,829,Charles,Corria,Ye Olde Brew Shoppe,100 Main St,Somerset,Somerset,NJ,8873,732-302-0311,charles@corria.com,29377,"$37,288.00 ","$39,226.98 ","$40,913.74 ","$42,427.54 "
15870,846,Geri,Duncomb,Open Door Church,151 Hobart St,Hackensack,Bergen,NJ,7601,201-489-5908,geri@duncomb.com,29377,"$37,288.00 ","$38,630.37 ","$40,446.00 ","$42,791.86 "
15871,846,Betsy,Oakes,"Shaffer, Edward L Esq",280 Midland Ave,Saddle Brook,Bergen,NJ,7663,201-791-8230,betsy@oakes.com,29377,"$37,288.00 ","$39,003.25 ","$40,758.39 ","$42,633.28 "
15873,829,Dolores,Glotzbecker,Bill Mar Specialty Co,7 Finderne Ave,Bridgewater,Somerset,NJ,8807,908-725-1779,dolores@glotzbecker.com,29377,"$37,288.00 ","$39,264.26 ","$41,070.42 ","$43,493.57 "
15884,846,Jeannie,Hoppin,H Cross Co,765 Newman Springs Rd,Lincroft,Monmouth,NJ,7738,732-224-7124,jeannie@hoppin.com,29377,"$37,288.00 ","$39,264.26 ","$41,580.86 ","$43,285.67 "
15888,918,Van,Deso,Sunnyvale Medical Clinic Inc,219 Changebridge Rd,Montville,Morris,NJ,7045,973-402-2495,van@deso.com,29377,"$37,288.00 ","$38,854.10 ","$40,602.53 ","$42,998.08 "
15925,783,Arlie,Simmes,Express Exterminators Inc,120 Park End Pl,East Orange,Essex,NJ,7018,973-676-9341,arlie@simmes.com,29377,"$37,288.00 ","$38,854.10 ","$40,291.70 ","$42,306.28 "
15944,728,Malcom,Blowe,Authorized Cellular,2201 Route 38,Cherry Hill,Camden,NJ,8002,856-321-4951,malcom@blowe.com,29377,"$37,288.00 ","$38,481.22 ","$39,712.61 ","$41,539.40 "
15945,728,Emilie,Marable,Great Northern Video,Crescent Blvd,Gloucester City,Camden,NJ,8030,856-456-4857,emilie@marable.com,29377,"$37,288.00 ","$39,376.13 ","$40,636.16 ","$42,139.70 "
15946,728,Amalia,Gulizio,Mechanical Power Trans Assn,5090 Central Hwy,Merchantville,Camden,NJ,8109,856-662-7237,amalia@gulizio.com,29377,"$37,288.00 ","$38,518.50 ","$40,444.43 ","$42,547.54 "
15952,919,Willie,Galhardo,Jim Robertson Insurance Agency,535 Sweetland Ave,Hillside,Union,NJ,7205,908-688-8477,willie@galhardo.com,29377,"$37,288.00 ","$38,667.66 ","$40,214.36 ","$41,983.79 "
15971,725,Dustin,Clemmey,Philadelphia Business Journal,70 Pennsylvania Ave,Kearny,Hudson,NJ,7032,201-690-9515,dustin@clemmey.com,29377,"$37,288.00 ","$39,115.11 ","$41,266.44 ","$43,536.10 "
15989,575,Simon,Alverez,Martin Guitar Company,50 Dey St,Jersey City,Hudson,NJ,7306,201-659-7574,simon@alverez.com,29377,"$37,288.00 ","$39,226.98 ","$41,266.78 ","$43,206.32 "
16043,876,Harlan,Wegweiser,N E Pennsylvania Bus Assn Inc,70 Tyler Pl,South Plainfield,Middlesex,NJ,7080,908-561-0708,harlan@wegweiser.com,29377,"$37,288.00 ","$39,301.55 ","$40,559.20 ","$42,343.81 "
16062,728,Douglas,Blackstad,Vikas Architects Engrs Plnr,532 Clements Bridge Rd,Barrington,Camden,NJ,8007,856-573-0490,douglas@blackstad.com,29377,"$37,288.00 ","$39,301.55 ","$40,716.41 ","$41,937.90 "
16087,829,Susanne,Sekulski,Kims Processing Plant,451 Talmadge Ave,Bound Brook,Somerset,NJ,8805,732-271-6398,susanne@sekulski.com,29377,"$37,288.00 ","$38,406.64 ","$40,096.53 ","$42,462.23 "
16107,728,Nikki,Grava,"Davis, C Wayne Esq",3 Greentree Cent,Marlton,Burlington,NJ,8053,856-596-4116,nikki@grava.com,29377,"$37,288.00 ","$38,555.79 ","$40,175.14 ","$42,505.29 "
16109,846,Wilbur,Sampselle,Camacho Electric,1 Brooks Plz,Newton,Sussex,NJ,7860,973-383-2529,wilbur@sampselle.com,29377,"$37,288.00 ","$38,891.38 ","$40,563.71 ","$42,186.26 "
16112,783,Carla,Quon,Quality Countertops Inc,3 N Arlington Ave,East Orange,Essex,NJ,7017,973-673-9043,carla@quon.com,29377,"$37,288.00 ","$38,742.23 ","$40,524.37 ","$41,821.15 "
16117,728,Mariana,Espejo,Transnational Electronics Inc,1940 E State Hwy #-70,Cherry Hill,Camden,NJ,8003,856-424-4132,mariana@espejo.com,29377,"$37,288.00 ","$39,040.54 ","$40,289.83 ","$42,586.35 "
16159,846,Cody,Schoreplum,"Wiles, William Dixon Esq",23 V Reeland Rd,Florham Park,Morris,NJ,7932,973-377-2026,cody@schoreplum.com,29377,"$37,288.00 ","$38,742.23 ","$40,059.47 ","$42,062.44 "
16172,829,Mayra,Geldmacher,Wingate & Cullen,129 Mercer St,Somerville,Somerset,NJ,8876,908-707-7442,mayra@geldmacher.com,29377,"$37,288.00 ","$38,481.22 ","$40,251.35 ","$42,062.66 "
16178,829,Selena,Lakhan,Bainbridge Graphics,215 Forrest St,Metuchen,Middlesex,NJ,8840,732-548-7288,selena@lakhan.com,29377,"$37,288.00 ","$38,555.79 ","$40,676.36 ","$42,913.56 "
16199,575,Elmo,Bowie,Days Inn & Conference Center,18 Van Nostrand Ln,West Milford,Passaic,NJ,7480,973-697-7419,elmo@bowie.com,29377,"$37,288.00 ","$38,555.79 ","$40,175.14 ","$41,661.62 "
16206,806,Zelda,Carberry,Nh Farm Bur Federation,1701 New Rd,Northfield,Atlantic,NJ,8225,609-645-5795,zelda@carberry.com,29377,"$37,288.00 ","$38,593.08 ","$39,828.06 ","$41,620.32 "
